country,threshold,driver,year,tc_loss_ha
Cambodia,30,Logging,2011,1203
Cambodia,30,Logging,2012,2705
Cambodia,30,Logging,2013,2521
Cambodia,30,Logging,2014,2602
Cambodia,30,Logging,2015,3128
Cambodia,30,Logging,2016,2810
Cambodia,30,Logging,2017,2529
Cambodia,30,Logging,2018,1875
Cambodia,30,Logging,2019,2736
Cambodia,30,Logging,2020,2368
Cambodia,30,Logging,2021,1902
Cambodia,30,Logging,2022,1064
Cambodia,30,Logging,2023,1204
Cambodia,30,Logging,2024,2050
Cambodia,30,Other natural disturbances,2001,692
Cambodia,30,Other natural disturbances,2002,260
Cambodia,30,Other natural disturbances,2003,740
Cambodia,30,Other natural disturbances,2004,1290
Cambodia,30,Other natural disturbances,2005,622
Cambodia,30,Other natural disturbances,2006,2135
Cambodia,30,Other natural disturbances,2007,1188
Cambodia,30,Other natural disturbances,2008,499
Cambodia,30,Other natural disturbances,2009,1282
Cambodia,30,Other natural disturbances,2010,1306
Cambodia,30,Other natural disturbances,2011,1060
Cambodia,30,Other natural disturbances,2012,1045
Cambodia,30,Other natural disturbances,2013,201
Cambodia,30,Other natural disturbances,2014,186
Cambodia,30,Other natural disturbances,2015,66
Cambodia,30,Other natural disturbances,2016,514
Cambodia,30,Other natural disturbances,2017,804
Cambodia,30,Other natural disturbances,2018,130
Cambodia,30,Other natural disturbances,2019,570
Cambodia,30,Other natural disturbances,2020,438
Cambodia,30,Other natural disturbances,2021,377
Cambodia,30,Other natural disturbances,2022,244
Cambodia,30,Other natural disturbances,2023,151
Cambodia,30,Other natural disturbances,2024,431
Cambodia,30,Permanent agriculture,2001,25016
Cambodia,30,Permanent agriculture,2002,52029
Cambodia,30,Permanent agriculture,2003,53453
Cambodia,30,Permanent agriculture,2004,74912
Cambodia,30,Permanent agriculture,2005,60716
Cambodia,30,Permanent agriculture,2006,73562
Cambodia,30,Permanent agriculture,2007,71899
Cambodia,30,Permanent agriculture,2008,80587
Cambodia,30,Permanent agriculture,2009,112864
Cambodia,30,Permanent agriculture,2010,227138
Cambodia,30,Permanent agriculture,2011,187009
Cambodia,30,Permanent agriculture,2012,187555
Cambodia,30,Permanent agriculture,2013,184581
Cambodia,30,Permanent agriculture,2014,155917
Cambodia,30,Permanent agriculture,2015,126966
Cambodia,30,Permanent agriculture,2016,169296
Cambodia,30,Permanent agriculture,2017,108582
Cambodia,30,Permanent agriculture,2018,108007
Cambodia,30,Permanent agriculture,2019,134734
Cambodia,30,Permanent agriculture,2020,134888
Cambodia,30,Permanent agriculture,2021,136586
Cambodia,30,Permanent agriculture,2022,96906
Cambodia,30,Permanent agriculture,2023,112604
Cambodia,30,Permanent agriculture,2024,83554
Cambodia,30,Settlements & Infrastructure,2001,57
Cambodia,30,Settlements & Infrastructure,2002,138
Cambodia,30,Settlements & Infrastructure,2003,106
Cambodia,30,Settlements & Infrastructure,2004,145
Cambodia,30,Settlements & Infrastructure,2005,127
Cambodia,30,Settlements & Infrastructure,2006,223
Cambodia,30,Settlements & Infrastructure,2007,351
Cambodia,30,Settlements & Infrastructure,2008,175
Cambodia,30,Settlements & Infrastructure,2009,229
Cambodia,30,Settlements & Infrastructure,2010,396
Cambodia,30,Settlements & Infrastructure,2011,168
Cambodia,30,Settlements & Infrastructure,2012,153
Cambodia,30,Settlements & Infrastructure,2013,159
Cambodia,30,Settlements & Infrastructure,2014,127
Cambodia,30,Settlements & Infrastructure,2015,261
Cambodia,30,Settlements & Infrastructure,2016,439
Cambodia,30,Settlements & Infrastructure,2017,267
Cambodia,30,Settlements & Infrastructure,2018,280
Cambodia,30,Settlements & Infrastructure,2019,441
Cambodia,30,Settlements & Infrastructure,2020,215
Cambodia,30,Settlements & Infrastructure,2021,101
Cambodia,30,Settlements & Infrastructure,2022,102
Cambodia,30,Settlements & Infrastructure,2023,145
Cambodia,30,Settlements & Infrastructure,2024,96
Cambodia,30,Shifting cultivation,2001,876
Cambodia,30,Shifting cultivation,2002,1251
Cambodia,30,Shifting cultivation,2003,651
Cambodia,30,Shifting cultivation,2004,977
Cambodia,30,Shifting cultivation,2005,1357
Cambodia,30,Shifting cultivation,2006,1212
Cambodia,30,Shifting cultivation,2007,1246
Cambodia,30,Shifting cultivation,2008,762
Cambodia,30,Shifting cultivation,2009,1187
Cambodia,30,Shifting cultivation,2010,2625
Cambodia,30,Shifting cultivation,2011,1141
Cambodia,30,Shifting cultivation,2012,909
Cambodia,30,Shifting cultivation,2013,1135
Cambodia,30,Shifting cultivation,2014,1537
Cambodia,30,Shifting cultivation,2015,1635
Cambodia,30,Shifting cultivation,2016,3658
Cambodia,30,Shifting cultivation,2017,2292
Cambodia,30,Shifting cultivation,2018,1273
Cambodia,30,Shifting cultivation,2019,2529
Cambodia,30,Shifting cultivation,2020,3333
Cambodia,30,Shifting cultivation,2021,3324
Cambodia,30,Shifting cultivation,2022,3023
Cambodia,30,Shifting cultivation,2023,3624
Cambodia,30,Shifting cultivation,2024,4429
Cambodia,30,Wildfire,2001,792
Cambodia,30,Wildfire,2002,478
Cambodia,30,Wildfire,2003,1355
Cambodia,30,Wildfire,2004,1096
Cambodia,30,Wildfire,2005,322
Cambodia,30,Wildfire,2006,1409
Cambodia,30,Wildfire,2007,739
Cambodia,30,Wildfire,2008,499
Cambodia,30,Wildfire,2009,2815
Cambodia,30,Wildfire,2010,1197
Cambodia,30,Wildfire,2011,367
Cambodia,30,Wildfire,2012,874
Cambodia,30,Wildfire,2013,163
Cambodia,30,Wildfire,2014,204
Cambodia,30,Wildfire,2015,71
Cambodia,30,Wildfire,2016,390
Cambodia,30,Wildfire,2017,435
Cambodia,30,Wildfire,2018,38
Cambodia,30,Wildfire,2019,140
Cambodia,30,Wildfire,2020,363
Cambodia,30,Wildfire,2021,322
Cambodia,30,Wildfire,2022,508
Cambodia,30,Wildfire,2023,768
Cambodia,30,Wildfire,2024,969
South Korea,30,Hard commodities,2001,71
South Korea,30,Hard commodities,2002,72
South Korea,30,Hard commodities,2003,81
South Korea,30,Hard commodities,2004,211
South Korea,30,Hard commodities,2005,113
South Korea,30,Hard commodities,2006,135
South Korea,30,Hard commodities,2007,117
South Korea,30,Hard commodities,2008,292
South Korea,30,Hard commodities,2009,327
South Korea,30,Hard commodities,2010,283
South Korea,30,Hard commodities,2011,238
South Korea,30,Hard commodities,2012,370
South Korea,30,Hard commodities,2013,195
South Korea,30,Hard commodities,2014,226
South Korea,30,Hard commodities,2015,236
South Korea,30,Hard commodities,2016,353
South Korea,30,Hard commodities,2017,482
South Korea,30,Hard commodities,2018,547
South Korea,30,Hard commodities,2019,454
South Korea,30,Hard commodities,2020,495
South Korea,30,Hard commodities,2021,533
South Korea,30,Hard commodities,2022,399
South Korea,30,Hard commodities,2023,594
South Korea,30,Hard commodities,2024,541
South Korea,30,Logging,2001,3817
South Korea,30,Logging,2002,3198
South Korea,30,Logging,2003,2562
South Korea,30,Logging,2004,7630
South Korea,30,Logging,2005,5518
South Korea,30,Logging,2006,6902
South Korea,30,Logging,2007,4638
South Korea,30,Logging,2008,8856
South Korea,30,Logging,2009,10723
South Korea,30,Logging,2010,10499
South Korea,30,Logging,2011,8243
South Korea,30,Logging,2012,11652
South Korea,30,Logging,2013,7619
South Korea,30,Logging,2014,11057
South Korea,30,Logging,2015,14831
South Korea,30,Logging,2016,19063
South Korea,30,Logging,2017,17557
South Korea,30,Logging,2018,18875
South Korea,30,Logging,2019,17336
South Korea,30,Logging,2020,16704
South Korea,30,Logging,2021,14969
South Korea,30,Logging,2022,18336
South Korea,30,Logging,2023,17234
South Korea,30,Logging,2024,13241
South Korea,30,Other natural disturbances,2001,3
South Korea,30,Other natural disturbances,2002,3
South Korea,30,Other natural disturbances,2003,3
South Korea,30,Other natural disturbances,2004,3
South Korea,30,Other natural disturbances,2005,4
South Korea,30,Other natural disturbances,2006,5
South Korea,30,Other natural disturbances,2007,2
South Korea,30,Other natural disturbances,2008,7
South Korea,30,Other natural disturbances,2009,6
South Korea,30,Other natural disturbances,2010,5
South Korea,30,Other natural disturbances,2011,7
South Korea,30,Other natural disturbances,2012,14
South Korea,30,Other natural disturbances,2013,9
South Korea,30,Other natural disturbances,2014,2
South Korea,30,Other natural disturbances,2015,2
South Korea,30,Other natural disturbances,2016,6
South Korea,30,Other natural disturbances,2017,3
South Korea,30,Other natural disturbances,2018,3
South Korea,30,Other natural disturbances,2019,2
South Korea,30,Other natural disturbances,2020,0
South Korea,30,Other natural disturbances,2021,3
South Korea,30,Other natural disturbances,2022,11
South Korea,30,Other natural disturbances,2023,5
South Korea,30,Other natural disturbances,2024,5
South Korea,30,Permanent agriculture,2001,105
South Korea,30,Permanent agriculture,2002,64
South Korea,30,Permanent agriculture,2003,87
South Korea,30,Permanent agriculture,2004,390
South Korea,30,Permanent agriculture,2005,252
South Korea,30,Permanent agriculture,2006,368
South Korea,30,Permanent agriculture,2007,229
South Korea,30,Permanent agriculture,2008,798
South Korea,30,Permanent agriculture,2009,413
South Korea,30,Permanent agriculture,2010,382
South Korea,30,Permanent agriculture,2011,224
South Korea,30,Permanent agriculture,2012,535
South Korea,30,Permanent agriculture,2013,82
South Korea,30,Permanent agriculture,2014,129
South Korea,30,Permanent agriculture,2015,156
South Korea,30,Permanent agriculture,2016,179
South Korea,30,Permanent agriculture,2017,109
South Korea,30,Permanent agriculture,2018,190
South Korea,30,Permanent agriculture,2019,145
South Korea,30,Permanent agriculture,2020,79
South Korea,30,Permanent agriculture,2021,65
South Korea,30,Permanent agriculture,2022,68
South Korea,30,Permanent agriculture,2023,106
South Korea,30,Permanent agriculture,2024,87
South Korea,30,Settlements & Infrastructure,2001,993
South Korea,30,Settlements & Infrastructure,2002,869
South Korea,30,Settlements & Infrastructure,2003,800
South Korea,30,Settlements & Infrastructure,2004,2229
South Korea,30,Settlements & Infrastructure,2005,1871
South Korea,30,Settlements & Infrastructure,2006,2372
South Korea,30,Settlements & Infrastructure,2007,2074
South Korea,30,Settlements & Infrastructure,2008,3591
South Korea,30,Settlements & Infrastructure,2009,3353
South Korea,30,Settlements & Infrastructure,2010,2870
South Korea,30,Settlements & Infrastructure,2011,2315
South Korea,30,Settlements & Infrastructure,2012,2972
South Korea,30,Settlements & Infrastructure,2013,1307
South Korea,30,Settlements & Infrastructure,2014,1814
South Korea,30,Settlements & Infrastructure,2015,1972
South Korea,30,Settlements & Infrastructure,2016,2548
South Korea,30,Settlements & Infrastructure,2017,2224
South Korea,30,Settlements & Infrastructure,2018,1959
South Korea,30,Settlements & Infrastructure,2019,1577
South Korea,30,Settlements & Infrastructure,2020,1547
South Korea,30,Settlements & Infrastructure,2021,1384
South Korea,30,Settlements & Infrastructure,2022,1486
South Korea,30,Settlements & Infrastructure,2023,1587
South Korea,30,Settlements & Infrastructure,2024,1422
South Korea,30,Wildfire,2001,401
South Korea,30,Wildfire,2002,415
South Korea,30,Wildfire,2003,34
South Korea,30,Wildfire,2004,715
South Korea,30,Wildfire,2005,1039
South Korea,30,Wildfire,2006,187
South Korea,30,Wildfire,2007,945
South Korea,30,Wildfire,2008,266
South Korea,30,Wildfire,2009,1403
South Korea,30,Wildfire,2010,239
South Korea,30,Wildfire,2011,568
South Korea,30,Wildfire,2012,104
South Korea,30,Wildfire,2013,125
South Korea,30,Wildfire,2014,72
South Korea,30,Wildfire,2015,49
South Korea,30,Wildfire,2016,253
South Korea,30,Wildfire,2017,261
South Korea,30,Wildfire,2018,207
South Korea,30,Wildfire,2019,1171
South Korea,30,Wildfire,2020,1240
South Korea,30,Wildfire,2021,336
South Korea,30,Wildfire,2022,5293
South Korea,30,Wildfire,2023,2062
South Korea,30,Wildfire,2024,297
Laos,30,Hard commodities,2001,683
Laos,30,Hard commodities,2002,1323
Laos,30,Hard commodities,2003,1355
Laos,30,Hard commodities,2004,1628
Laos,30,Hard commodities,2005,1274
Laos,30,Hard commodities,2006,2306
Laos,30,Hard commodities,2007,4657
Laos,30,Hard commodities,2008,1539
Laos,30,Hard commodities,2009,2204
Laos,30,Hard commodities,2010,2421
Laos,30,Hard commodities,2011,3377
Laos,30,Hard commodities,2012,3266
Laos,30,Hard commodities,2013,3359
Laos,30,Hard commodities,2014,4970
Laos,30,Hard commodities,2015,7562
Laos,30,Hard commodities,2016,9464
Laos,30,Hard commodities,2017,7248
Laos,30,Hard commodities,2018,7331
Laos,30,Hard commodities,2019,5310
Laos,30,Hard commodities,2020,5970
Laos,30,Hard commodities,2021,6144
Laos,30,Hard commodities,2022,7606
Laos,30,Hard commodities,2023,7925
Laos,30,Hard commodities,2024,6542
Laos,30,Logging,2001,737
Laos,30,Logging,2002,758
Laos,30,Logging,2003,626
Laos,30,Logging,2004,823
Laos,30,Logging,2005,755
Laos,30,Logging,2006,1986
Laos,30,Logging,2007,2184
Laos,30,Logging,2008,1224
Laos,30,Logging,2009,2186
Laos,30,Logging,2010,1698
Laos,30,Logging,2011,1200
Laos,30,Logging,2012,1872
Laos,30,Logging,2013,1693
Laos,30,Logging,2014,1948
Laos,30,Logging,2015,2895
Laos,30,Logging,2016,4051
Laos,30,Logging,2017,2416
Laos,30,Logging,2018,3098
Laos,30,Logging,2019,3394
Laos,30,Logging,2020,3180
Laos,30,Logging,2021,2427
Laos,30,Logging,2022,1745
Laos,30,Logging,2023,2122
Laos,30,Logging,2024,1918
Laos,30,Other natural disturbances,2001,30
Laos,30,Other natural disturbances,2002,27
Laos,30,Other natural disturbances,2003,43
Laos,30,Other natural disturbances,2004,133
Laos,30,Other natural disturbances,2005,101
Laos,30,Other natural disturbances,2006,64
Laos,30,Other natural disturbances,2007,90
Laos,30,Other natural disturbances,2008,74
Laos,30,Other natural disturbances,2009,230
Laos,30,Other natural disturbances,2010,191
Laos,30,Other natural disturbances,2011,142
Laos,30,Other natural disturbances,2012,205
Laos,30,Other natural disturbances,2013,184
Laos,30,Other natural disturbances,2014,339
Laos,30,Other natural disturbances,2015,331
Laos,30,Other natural disturbances,2016,919
Laos,30,Other natural disturbances,2017,535
Laos,30,Other natural disturbances,2018,311
Laos,30,Other natural disturbances,2019,341
Laos,30,Other natural disturbances,2020,374
Laos,30,Other natural disturbances,2021,247
Laos,30,Other natural disturbances,2022,252
Laos,30,Other natural disturbances,2023,453
Laos,30,Other natural disturbances,2024,966
Laos,30,Permanent agriculture,2001,16574
Laos,30,Permanent agriculture,2002,24785
Laos,30,Permanent agriculture,2003,30209
Laos,30,Permanent agriculture,2004,29668
Laos,30,Permanent agriculture,2005,26067
Laos,30,Permanent agriculture,2006,54411
Laos,30,Permanent agriculture,2007,64308
Laos,30,Permanent agriculture,2008,41257
Laos,30,Permanent agriculture,2009,73858
Laos,30,Permanent agriculture,2010,69768
Laos,30,Permanent agriculture,2011,69877
Laos,30,Permanent agriculture,2012,66696
Laos,30,Permanent agriculture,2013,60325
Laos,30,Permanent agriculture,2014,75187
Laos,30,Permanent agriculture,2015,80287
Laos,30,Permanent agriculture,2016,110037
Laos,30,Permanent agriculture,2017,97268
Laos,30,Permanent agriculture,2018,90895
Laos,30,Permanent agriculture,2019,121807
Laos,30,Permanent agriculture,2020,118174
Laos,30,Permanent agriculture,2021,114304
Laos,30,Permanent agriculture,2022,134228
Laos,30,Permanent agriculture,2023,178522
Laos,30,Permanent agriculture,2024,137704
Laos,30,Settlements & Infrastructure,2001,132
Laos,30,Settlements & Infrastructure,2002,184
Laos,30,Settlements & Infrastructure,2003,379
Laos,30,Settlements & Infrastructure,2004,296
Laos,30,Settlements & Infrastructure,2005,193
Laos,30,Settlements & Infrastructure,2006,658
Laos,30,Settlements & Infrastructure,2007,635
Laos,30,Settlements & Infrastructure,2008,415
Laos,30,Settlements & Infrastructure,2009,856
Laos,30,Settlements & Infrastructure,2010,897
Laos,30,Settlements & Infrastructure,2011,740
Laos,30,Settlements & Infrastructure,2012,831
Laos,30,Settlements & Infrastructure,2013,698
Laos,30,Settlements & Infrastructure,2014,759
Laos,30,Settlements & Infrastructure,2015,510
Laos,30,Settlements & Infrastructure,2016,974
Laos,30,Settlements & Infrastructure,2017,852
Laos,30,Settlements & Infrastructure,2018,779
Laos,30,Settlements & Infrastructure,2019,940
Laos,30,Settlements & Infrastructure,2020,567
Laos,30,Settlements & Infrastructure,2021,426
Laos,30,Settlements & Infrastructure,2022,420
Laos,30,Settlements & Infrastructure,2023,525
Laos,30,Settlements & Infrastructure,2024,485
Laos,30,Shifting cultivation,2001,18151
Laos,30,Shifting cultivation,2002,28630
Laos,30,Shifting cultivation,2003,54307
Laos,30,Shifting cultivation,2004,31534
Laos,30,Shifting cultivation,2005,39729
Laos,30,Shifting cultivation,2006,63006
Laos,30,Shifting cultivation,2007,60883
Laos,30,Shifting cultivation,2008,35930
Laos,30,Shifting cultivation,2009,65958
Laos,30,Shifting cultivation,2010,91881
Laos,30,Shifting cultivation,2011,55310
Laos,30,Shifting cultivation,2012,74153
Laos,30,Shifting cultivation,2013,139191
Laos,30,Shifting cultivation,2014,160375
Laos,30,Shifting cultivation,2015,193147
Laos,30,Shifting cultivation,2016,261873
Laos,30,Shifting cultivation,2017,240536
Laos,30,Shifting cultivation,2018,192126
Laos,30,Shifting cultivation,2019,232758
Laos,30,Shifting cultivation,2020,229060
Laos,30,Shifting cultivation,2021,193708
Laos,30,Shifting cultivation,2022,177346
Laos,30,Shifting cultivation,2023,255784
Laos,30,Shifting cultivation,2024,203301
Laos,30,Wildfire,2001,3
Laos,30,Wildfire,2002,15
Laos,30,Wildfire,2003,21
Laos,30,Wildfire,2004,25
Laos,30,Wildfire,2005,40
Laos,30,Wildfire,2006,41
Laos,30,Wildfire,2007,40
Laos,30,Wildfire,2008,17
Laos,30,Wildfire,2009,39
Laos,30,Wildfire,2010,19
Laos,30,Wildfire,2011,19
Laos,30,Wildfire,2012,33
Laos,30,Wildfire,2013,5
Laos,30,Wildfire,2014,6
Laos,30,Wildfire,2015,20
Laos,30,Wildfire,2016,160
Laos,30,Wildfire,2017,76
Laos,30,Wildfire,2018,10
Laos,30,Wildfire,2019,52
Laos,30,Wildfire,2020,58
Laos,30,Wildfire,2021,220
Laos,30,Wildfire,2022,16
Laos,30,Wildfire,2023,32
Laos,30,Wildfire,2024,150
Lebanon,30,Hard commodities,2001,1
Lebanon,30,Hard commodities,2002,2
Lebanon,30,Hard commodities,2003,0
Lebanon,30,Hard commodities,2004,1
Lebanon,30,Hard commodities,2005,5
Lebanon,30,Hard commodities,2006,2
Lebanon,30,Hard commodities,2007,2
Lebanon,30,Hard commodities,2008,5
Lebanon,30,Hard commodities,2009,2
Lebanon,30,Hard commodities,2010,0
Lebanon,30,Hard commodities,2011,4
Lebanon,30,Hard commodities,2012,5
Lebanon,30,Hard commodities,2013,13
Lebanon,30,Hard commodities,2014,12
Lebanon,30,Hard commodities,2015,13
Lebanon,30,Hard commodities,2016,17
Lebanon,30,Hard commodities,2017,12
Lebanon,30,Hard commodities,2018,3
Lebanon,30,Hard commodities,2019,5
Lebanon,30,Hard commodities,2020,13
Lebanon,30,Hard commodities,2021,5
Lebanon,30,Hard commodities,2022,3
Lebanon,30,Hard commodities,2023,10
Lebanon,30,Hard commodities,2024,4
Lebanon,30,Logging,2001,94
Lebanon,30,Logging,2002,11
Lebanon,30,Logging,2003,12
Lebanon,30,Logging,2004,25
Lebanon,30,Logging,2005,101
Lebanon,30,Logging,2006,47
Lebanon,30,Logging,2007,50
Lebanon,30,Logging,2008,96
Lebanon,30,Logging,2009,118
Lebanon,30,Logging,2010,25
Lebanon,30,Logging,2011,32
Lebanon,30,Logging,2012,47
Lebanon,30,Logging,2013,45
Lebanon,30,Logging,2014,51
Lebanon,30,Logging,2015,66
Lebanon,30,Logging,2016,94
Lebanon,30,Logging,2017,90
Lebanon,30,Logging,2018,101
Lebanon,30,Logging,2019,145
Lebanon,30,Logging,2020,98
Lebanon,30,Logging,2021,111
Lebanon,30,Logging,2022,146
Lebanon,30,Logging,2023,157
Lebanon,30,Logging,2024,152
Lebanon,30,Permanent agriculture,2001,19
Lebanon,30,Permanent agriculture,2002,16
Lebanon,30,Permanent agriculture,2003,7
Lebanon,30,Permanent agriculture,2004,4
Lebanon,30,Permanent agriculture,2005,16
Lebanon,30,Permanent agriculture,2006,18
Lebanon,30,Permanent agriculture,2007,11
Lebanon,30,Permanent agriculture,2008,20
Lebanon,30,Permanent agriculture,2009,19
Lebanon,30,Permanent agriculture,2010,9
Lebanon,30,Permanent agriculture,2011,12
Lebanon,30,Permanent agriculture,2012,20
Lebanon,30,Permanent agriculture,2013,10
Lebanon,30,Permanent agriculture,2014,11
Lebanon,30,Permanent agriculture,2015,6
Lebanon,30,Permanent agriculture,2016,17
Lebanon,30,Permanent agriculture,2017,36
Lebanon,30,Permanent agriculture,2018,11
Lebanon,30,Permanent agriculture,2019,24
Lebanon,30,Permanent agriculture,2020,20
Lebanon,30,Permanent agriculture,2021,14
Lebanon,30,Permanent agriculture,2022,17
Lebanon,30,Permanent agriculture,2023,44
Lebanon,30,Permanent agriculture,2024,50
Lebanon,30,Settlements & Infrastructure,2001,80
Lebanon,30,Settlements & Infrastructure,2002,39
Lebanon,30,Settlements & Infrastructure,2003,24
Lebanon,30,Settlements & Infrastructure,2004,29
Lebanon,30,Settlements & Infrastructure,2005,80
Lebanon,30,Settlements & Infrastructure,2006,39
Lebanon,30,Settlements & Infrastructure,2007,55
Lebanon,30,Settlements & Infrastructure,2008,112
Lebanon,30,Settlements & Infrastructure,2009,131
Lebanon,30,Settlements & Infrastructure,2010,48
Lebanon,30,Settlements & Infrastructure,2011,60
Lebanon,30,Settlements & Infrastructure,2012,55
Lebanon,30,Settlements & Infrastructure,2013,39
Lebanon,30,Settlements & Infrastructure,2014,37
Lebanon,30,Settlements & Infrastructure,2015,50
Lebanon,30,Settlements & Infrastructure,2016,55
Lebanon,30,Settlements & Infrastructure,2017,74
Lebanon,30,Settlements & Infrastructure,2018,67
Lebanon,30,Settlements & Infrastructure,2019,85
Lebanon,30,Settlements & Infrastructure,2020,60
Lebanon,30,Settlements & Infrastructure,2021,43
Lebanon,30,Settlements & Infrastructure,2022,54
Lebanon,30,Settlements & Infrastructure,2023,38
Lebanon,30,Settlements & Infrastructure,2024,49
Lebanon,30,Wildfire,2001,89
Lebanon,30,Wildfire,2002,8
Lebanon,30,Wildfire,2003,36
Lebanon,30,Wildfire,2004,46
Lebanon,30,Wildfire,2005,87
Lebanon,30,Wildfire,2006,38
Lebanon,30,Wildfire,2007,147
Lebanon,30,Wildfire,2008,152
Lebanon,30,Wildfire,2009,65
Lebanon,30,Wildfire,2010,29
Lebanon,30,Wildfire,2011,24
Lebanon,30,Wildfire,2012,33
Lebanon,30,Wildfire,2013,49
Lebanon,30,Wildfire,2014,44
Lebanon,30,Wildfire,2015,34
Lebanon,30,Wildfire,2016,78
Lebanon,30,Wildfire,2017,69
Lebanon,30,Wildfire,2018,69
Lebanon,30,Wildfire,2019,123
Lebanon,30,Wildfire,2020,278
Lebanon,30,Wildfire,2021,495
Lebanon,30,Wildfire,2022,361
Lebanon,30,Wildfire,2023,269
Lebanon,30,Wildfire,2024,249
Liberia,30,Hard commodities,2001,59
Liberia,30,Hard commodities,2002,100
Liberia,30,Hard commodities,2003,50
Liberia,30,Hard commodities,2004,9
Liberia,30,Hard commodities,2005,13
Liberia,30,Hard commodities,2006,83
Liberia,30,Hard commodities,2007,67
Liberia,30,Hard commodities,2008,75
Liberia,30,Hard commodities,2009,166
Liberia,30,Hard commodities,2010,62
Liberia,30,Hard commodities,2011,143
Liberia,30,Hard commodities,2012,281
Liberia,30,Hard commodities,2013,460
Liberia,30,Hard commodities,2014,545
Liberia,30,Hard commodities,2015,499
Liberia,30,Hard commodities,2016,509
Liberia,30,Hard commodities,2017,581
Liberia,30,Hard commodities,2018,673
Liberia,30,Hard commodities,2019,456
Liberia,30,Hard commodities,2020,709
Liberia,30,Hard commodities,2021,840
Liberia,30,Hard commodities,2022,877
Liberia,30,Hard commodities,2023,1462
Liberia,30,Hard commodities,2024,1139
Liberia,30,Logging,2001,706
Liberia,30,Logging,2002,1697
Liberia,30,Logging,2003,733
Liberia,30,Logging,2004,187
Liberia,30,Logging,2005,411
Liberia,30,Logging,2006,499
Liberia,30,Logging,2007,591
Liberia,30,Logging,2008,397
Liberia,30,Logging,2009,981
Liberia,30,Logging,2010,441
Liberia,30,Logging,2011,478
Liberia,30,Logging,2012,610
Liberia,30,Logging,2013,1560
Liberia,30,Logging,2014,1505
Liberia,30,Logging,2015,1063
Liberia,30,Logging,2016,973
Liberia,30,Logging,2017,1681
Liberia,30,Logging,2018,2898
Liberia,30,Logging,2019,1448
Liberia,30,Logging,2020,2504
Liberia,30,Logging,2021,2041
Liberia,30,Logging,2022,1555
Liberia,30,Logging,2023,1213
Liberia,30,Logging,2024,2907
Liberia,30,Other natural disturbances,2001,10
Liberia,30,Other natural disturbances,2002,29
Liberia,30,Other natural disturbances,2003,20
Liberia,30,Other natural disturbances,2004,5
Liberia,30,Other natural disturbances,2005,5
Liberia,30,Other natural disturbances,2006,34
Liberia,30,Other natural disturbances,2007,12
Liberia,30,Other natural disturbances,2008,10
Liberia,30,Other natural disturbances,2009,29
Liberia,30,Other natural disturbances,2010,7
Liberia,30,Other natural disturbances,2011,12
Liberia,30,Other natural disturbances,2012,6
Liberia,30,Other natural disturbances,2013,17
Liberia,30,Other natural disturbances,2014,33
Liberia,30,Other natural disturbances,2015,29
Liberia,30,Other natural disturbances,2016,25
Liberia,30,Other natural disturbances,2017,66
Liberia,30,Other natural disturbances,2018,47
Liberia,30,Other natural disturbances,2019,37
Liberia,30,Other natural disturbances,2020,48
Liberia,30,Other natural disturbances,2021,45
Liberia,30,Other natural disturbances,2022,34
Liberia,30,Other natural disturbances,2023,54
Liberia,30,Other natural disturbances,2024,44
Liberia,30,Permanent agriculture,2001,10871
Liberia,30,Permanent agriculture,2002,16005
Liberia,30,Permanent agriculture,2003,6811
Liberia,30,Permanent agriculture,2004,1641
Liberia,30,Permanent agriculture,2005,3204
Liberia,30,Permanent agriculture,2006,10699
Liberia,30,Permanent agriculture,2007,12349
Liberia,30,Permanent agriculture,2008,10588
Liberia,30,Permanent agriculture,2009,19543
Liberia,30,Permanent agriculture,2010,5690
Liberia,30,Permanent agriculture,2011,11874
Liberia,30,Permanent agriculture,2012,22967
Liberia,30,Permanent agriculture,2013,48589
Liberia,30,Permanent agriculture,2014,52353
Liberia,30,Permanent agriculture,2015,43897
Liberia,30,Permanent agriculture,2016,44096
Liberia,30,Permanent agriculture,2017,48219
Liberia,30,Permanent agriculture,2018,53458
Liberia,30,Permanent agriculture,2019,40809
Liberia,30,Permanent agriculture,2020,56273
Liberia,30,Permanent agriculture,2021,31615
Liberia,30,Permanent agriculture,2022,45697
Liberia,30,Permanent agriculture,2023,45461
Liberia,30,Permanent agriculture,2024,50315
Liberia,30,Settlements & Infrastructure,2001,478
Liberia,30,Settlements & Infrastructure,2002,643
Liberia,30,Settlements & Infrastructure,2003,297
Liberia,30,Settlements & Infrastructure,2004,24
Liberia,30,Settlements & Infrastructure,2005,77
Liberia,30,Settlements & Infrastructure,2006,472
Liberia,30,Settlements & Infrastructure,2007,533
Liberia,30,Settlements & Infrastructure,2008,544
Liberia,30,Settlements & Infrastructure,2009,594
Liberia,30,Settlements & Infrastructure,2010,271
Liberia,30,Settlements & Infrastructure,2011,307
Liberia,30,Settlements & Infrastructure,2012,492
Liberia,30,Settlements & Infrastructure,2013,804
Liberia,30,Settlements & Infrastructure,2014,1119
Liberia,30,Settlements & Infrastructure,2015,515
Liberia,30,Settlements & Infrastructure,2016,665
Liberia,30,Settlements & Infrastructure,2017,793
Liberia,30,Settlements & Infrastructure,2018,917
Liberia,30,Settlements & Infrastructure,2019,617
Liberia,30,Settlements & Infrastructure,2020,570
